sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat
25250,1998-11-17,1998,11,17,28,3,1,19,10,427,88,494
25251,1998-11-18,1998,11,18,28,3,1,18,7,426,86,489
25252,1998-11-19,1998,11,19,26,3,1,18,7,429,85,481
25253,1998-11-20,1998,11,20,26,3,1,17,7,434,82,480
25254,1998-11-21,1998,11,21,14,0,1,18,7,441,75,477
25255,1998-11-22,1998,11,22,13,0,1,18,7,439,73,480
25256,1998-11-23,1998,11,23,13,0,1,17,7,444,70,484
25257,1998-11-24,1998,11,24,11,0,1,17,7,446,67,486
25258,1998-11-25,1998,11,25,10,0,1,17,7,443,65,485
25259,1998-11-26,1998,11,26,11,0,6,19,24,450,136,663
25260,1998-11-27,1998,11,27,24,0,4,27,22,470,151,600
25261,1998-11-28,1998,11,28,28,3,3,24,10,476,151,569
25262,1998-11-29,1998,11,29,23,3,3,22,10,471,151,540
25263,1998-11-30,1998,11,30,21,3,3,21,9,462,151,529
25264,1998-12-01,1998,12,1,19,1,1,19,9,443,151,525
25265,1998-12-02,1998,12,2,16,1,1,19,8,424,135,501
25266,1998-12-03,1998,12,3,13,1,1,19,9,405,135,484
25267,1998-12-04,1998,12,4,11,0,1,16,5,384,57,463
25268,1998-12-05,1998,12,5,9,0,1,16,5,371,53,437
25269,1998-12-06,1998,12,6,9,0,1,16,5,362,48,406
25270,1998-12-07,1998,12,7,8,0,1,16,5,355,47,386
25271,1998-12-08,1998,12,8,10,0,3,16,5,351,49,402
25272,1998-12-09,1998,12,9,56,3,14,92,33,440,161,1074
25273,1998-12-10,1998,12,10,71,3,4,51,24,507,157,629
25274,1998-12-11,1998,12,11,69,4,3,31,10,535,150,555
25275,1998-12-12,1998,12,12,66,3,3,26,10,541,149,524
25276,1998-12-13,1998,12,13,60,3,5,47,25,516,149,643
25277,1998-12-14,1998,12,14,53,3,4,47,24,486,149,695
25278,1998-12-15,1998,12,15,51,3,4,32,12,453,97,664
25279,1998-12-16,1998,12,16,53,3,3,28,9,471,89,632
25280,1998-12-17,1998,12,17,53,3,3,26,9,499,82,546
25281,1998-12-18,1998,12,18,53,3,3,25,9,532,76,509
25282,1998-12-19,1998,12,19,56,3,3,25,9,549,71,432
25283,1998-12-20,1998,12,20,59,4,3,25,7,567,67,436
25284,1998-12-21,1998,12,21,57,3,3,23,7,583,62,454
25285,1998-12-22,1998,12,22,88,3,3,9,7,590,59,468
25286,1998-12-23,1998,12,23,98,3,1,9,7,577,55,481
25287,1998-12-24,1998,12,24,81,3,3,9,10,517,55,486
25288,1998-12-25,1998,12,25,81,3,1,7,7,452,52,490
25289,1998-12-26,1998,12,26,71,3,1,8,7,424,48,484
25290,1998-12-27,1998,12,27,64,3,1,26,7,393,44,467
25291,1998-12-28,1998,12,28,56,3,4,27,14,370,47,498
25292,1998-12-29,1998,12,29,58,3,5,27,25,368,58,542
25293,1998-12-30,1998,12,30,81,3,4,27,24,374,65,535
25294,1998-12-31,1998,12,31,84,3,4,28,11,378,61,485
25295,1999-01-01,1999,1,1,81,3,4,28,9,382,61,426
25296,1999-01-02,1999,1,2,81,3,3,28,8,385,60,415
25297,1999-01-03,1999,1,3,84,3,26,103,51,456,274,1098
25298,1999-01-04,1999,1,4,79,4,9,138,37,740,357,1118
25299,1999-01-05,1999,1,5,79,3,5,105,30,771,381,1113
25300,1999-01-06,1999,1,6,64,4,4,63,28,771,295,1113
25301,1999-01-07,1999,1,7,61,4,4,46,28,740,274,1059
25302,1999-01-08,1999,1,8,57,4,4,43,28,707,199,1155
25303,1999-01-09,1999,1,9,111,9,28,136,50,719,381,1248
25304,1999-01-10,1999,1,10,150,21,10,194,40,740,615,1262
25305,1999-01-11,1999,1,11,120,21,5,105,33,771,434,1262
25306,1999-01-12,1999,1,12,114,21,8,70,33,1033,397,1344
25307,1999-01-13,1999,1,13,166,23,16,95,50,1038,629,1426
25308,1999-01-14,1999,1,14,288,40,19,139,51,1474,828,2023
25309,1999-01-15,1999,1,15,328,55,15,202,51,1504,863,2047
25310,1999-01-16,1999,1,16,251,40,15,177,49,1447,681,2031
25311,1999-01-17,1999,1,17,267,40,21,232,53,1477,681,2023
25312,1999-01-18,1999,1,18,586,114,47,306,96,1532,1491,2295
25313,1999-01-19,1999,1,19,849,282,21,388,75,1543,4137,2691
25314,1999-01-20,1999,1,20,786,250,16,296,65,2156,4610,4700
25315,1999-01-21,1999,1,21,660,189,15,237,63,3818,2841,5853
25316,1999-01-22,1999,1,22,633,171,12,274,63,4925,1445,6046
25317,1999-01-23,1999,1,23,829,246,18,1008,80,5167,1935,7488
25318,1999-01-24,1999,1,24,1128,433,58,2513,140,6224,5161,9811
25319,1999-01-25,1999,1,25,1055,420,21,1910,100,10121,6276,14424
25320,1999-01-26,1999,1,26,851,343,15,1085,82,13121,4132,17968
25321,1999-01-27,1999,1,27,726,250,12,553,74,12455,2248,16440
25322,1999-01-28,1999,1,28,657,232,12,400,67,9480,1457,13339
25323,1999-01-29,1999,1,29,599,214,11,303,65,6781,1173,11077
25324,1999-01-30,1999,1,30,549,185,10,252,62,4868,1024,8525
25325,1999-01-31,1999,1,31,507,166,10,228,61,3989,923,6407
25326,1999-02-01,1999,2,1,459,152,9,191,60,3489,850,4983
25327,1999-02-02,1999,2,2,442,149,22,324,88,3316,1337,4327
25328,1999-02-03,1999,2,3,465,149,14,354,74,3266,1466,4167
25329,1999-02-04,1999,2,4,444,147,10,264,63,3105,1319,4134
25330,1999-02-05,1999,2,5,417,142,9,205,61,3048,1150,4077
25331,1999-02-06,1999,2,6,419,142,9,175,58,3025,942,4030
25332,1999-02-07,1999,2,7,436,149,9,160,57,2949,847,3955
25333,1999-02-08,1999,2,8,874,372,9,154,54,2944,1460,3990
25334,1999-02-09,1999,2,9,701,264,8,146,53,2938,1283,4030
25335,1999-02-10,1999,2,10,571,221,8,141,52,2908,971,3928
25336,1999-02-11,1999,2,11,466,168,8,138,54,2901,778,3829
25337,1999-02-12,1999,2,12,405,138,7,121,53,2872,729,3796
25338,1999-02-13,1999,2,13,387,129,11,166,55,2782,734,3692
25339,1999-02-14,1999,2,14,363,125,7,143,52,2521,653,3575
25340,1999-02-15,1999,2,15,336,119,7,110,52,2424,623,3441
25341,1999-02-16,1999,2,16,327,113,7,97,51,2359,559,3081
25342,1999-02-17,1999,2,17,318,111,6,91,51,2272,523,2715
25343,1999-02-18,1999,2,18,318,109,25,431,83,2226,1131,2901
25344,1999-02-19,1999,2,19,306,101,12,427,66,2127,1191,2914
25345,1999-02-20,1999,2,20,291,93,10,267,63,2047,946,2896
25346,1999-02-21,1999,2,21,271,87,10,190,60,1963,807,2836
25347,1999-02-22,1999,2,22,256,83,8,169,60,1762,739,2715
25348,1999-02-23,1999,2,23,238,77,8,152,53,1760,673,2468
25349,1999-02-24,1999,2,24,220,73,7,133,53,1553,597,2345
25350,1999-02-25,1999,2,25,201,69,8,128,53,1587,565,1947
25351,1999-02-26,1999,2,26,191,65,8,121,53,1588,536,1925
25352,1999-02-27,1999,2,27,191,64,7,120,58,1588,558,1925
25353,1999-02-28,1999,2,28,279,90,18,148,73,1743,837,2088
25354,1999-03-01,1999,3,1,466,153,15,318,72,1790,1149,2355
25355,1999-03-02,1999,3,2,415,134,10,237,65,1965,978,2610
25356,1999-03-03,1999,3,3,359,120,9,178,60,1965,838,2610
25357,1999-03-04,1999,3,4,1878,740,22,1042,76,1965,1963,2610
25358,1999-03-05,1999,3,5,705,292,13,662,72,3020,2078,4043
25359,1999-03-06,1999,3,6,450,169,11,309,68,5895,1314,5729
25360,1999-03-07,1999,3,7,429,142,11,218,68,6701,1067,8189
25361,1999-03-08,1999,3,8,406,136,10,177,63,4353,943,8080
25362,1999-03-09,1999,3,9,373,121,9,166,62,3257,903,6009
25363,1999-03-10,1999,3,10,338,111,12,169,66,2827,907,4947
25364,1999-03-11,1999,3,11,319,101,22,379,75,3085,1076,4844
25365,1999-03-12,1999,3,12,324,105,22,592,78,3092,1274,4630
25366,1999-03-13,1999,3,13,346,113,18,409,76,3021,1124,4215
25367,1999-03-14,1999,3,14,374,117,27,307,93,3018,1094,3968
25368,1999-03-15,1999,3,15,898,463,44,3587,141,3821,3409,5503
25369,1999-03-16,1999,3,16,701,298,23,1492,116,9271,3162,8046
25370,1999-03-17,1999,3,17,700,278,21,667,101,15837,1844,13998
25371,1999-03-18,1999,3,18,663,239,18,446,91,14054,1417,17445
25372,1999-03-19,1999,3,19,552,200,17,343,86,10322,1267,14913
25373,1999-03-20,1999,3,20,454,174,15,293,81,7784,1142,12128
25374,1999-03-21,1999,3,21,425,159,21,274,102,5832,1159,9677
25375,1999-03-22,1999,3,22,634,220,23,500,107,5630,1547,8689
25376,1999-03-23,1999,3,23,576,210,18,455,98,5698,1582,7814
25377,1999-03-24,1999,3,24,447,176,17,334,91,5925,1344,7349
25378,1999-03-25,1999,3,25,417,155,15,282,86,5943,1203,7151
25379,1999-03-26,1999,3,26,381,128,14,233,83,5581,1092,7070
25380,1999-03-27,1999,3,27,363,115,14,212,80,4729,1050,6407
25381,1999-03-28,1999,3,28,344,112,14,195,78,4429,999,5880
25382,1999-03-29,1999,3,29,332,102,13,186,73,4089,940,5534
25383,1999-03-30,1999,3,30,318,94,13,170,70,3935,855,5144
25384,1999-03-31,1999,3,31,303,88,12,154,66,3744,798,4935
25385,1999-04-01,1999,4,1,289,83,16,156,79,3609,848,4634
25386,1999-04-02,1999,4,2,278,80,19,239,83,3609,1097,4655
25387,1999-04-03,1999,4,3,266,75,13,180,71,3510,1009,4633
25388,1999-04-04,1999,4,4,252,72,14,152,76,3366,868,4474
25389,1999-04-05,1999,4,5,241,73,19,201,82,3349,1104,4633
25390,1999-04-06,1999,4,6,235,73,14,204,79,3369,1292,4582
25391,1999-04-07,1999,4,7,206,65,13,159,67,3349,983,4366
25392,1999-04-08,1999,4,8,186,57,12,139,65,3275,814,4340
25393,1999-04-09,1999,4,9,184,57,13,132,66,3049,741,4144
25394,1999-04-10,1999,4,10,826,485,16,198,79,3099,3029,4183
25395,1999-04-11,1999,4,11,436,173,22,166,85,4436,2934,5414
25396,1999-04-12,1999,4,12,1099,733,24,248,93,7722,5462,8829
25397,1999-04-13,1999,4,13,612,282,14,192,80,9451,3533,12239
25398,1999-04-14,1999,4,14,403,153,13,158,75,9450,1778,12735
25399,1999-04-15,1999,4,15,327,105,12,142,73,7076,1253,11088
25400,1999-04-16,1999,4,16,484,148,12,132,72,4486,1134,9079
25401,1999-04-17,1999,4,17,396,127,11,128,68,3774,1148,6955
25402,1999-04-18,1999,4,18,345,101,10,118,65,3444,999,5471
25403,1999-04-19,1999,4,19,350,96,10,108,62,3609,903,5053
25404,1999-04-20,1999,4,20,366,104,10,97,58,3444,897,4062
25405,1999-04-21,1999,4,21,325,95,10,92,58,3363,909,3959
25406,1999-04-22,1999,4,22,338,93,10,87,56,3277,1082,3938
25407,1999-04-23,1999,4,23,357,97,13,85,58,3295,1453,4402
25408,1999-04-24,1999,4,24,582,211,10,94,55,3396,1255,4768
25409,1999-04-25,1999,4,25,612,268,9,101,55,3389,1260,4781
25410,1999-04-26,1999,4,26,425,166,8,94,53,3389,1064,4696
25411,1999-04-27,1999,4,27,357,114,8,83,49,3500,918,4666
25412,1999-04-28,1999,4,28,309,94,8,71,47,3445,823,4674
25413,1999-04-29,1999,4,29,269,80,7,56,46,3244,721,4629
25414,1999-04-30,1999,4,30,248,73,7,49,44,2953,693,4327
25415,1999-05-01,1999,5,1,235,68,6,42,41,2795,646,4087
25416,1999-05-02,1999,5,2,223,59,6,37,40,2704,608,3702
25417,1999-05-03,1999,5,3,208,58,6,34,37,2550,584,3244
25418,1999-05-04,1999,5,4,197,51,5,26,37,2263,549,2791
25419,1999-05-05,1999,5,5,188,50,5,16,33,2166,527,2636
25420,1999-05-06,1999,5,6,171,46,5,15,33,2045,505,2556
25421,1999-05-07,1999,5,7,158,43,5,15,33,1935,482,2424
25422,1999-05-08,1999,5,8,190,58,14,57,37,1923,639,2540
25423,1999-05-09,1999,5,9,192,59,9,84,36,2019,616,2446
25424,1999-05-10,1999,5,10,160,47,5,63,33,2023,529,2518
25425,1999-05-11,1999,5,11,139,41,5,42,30,2010,489,2420
25426,1999-05-12,1999,5,12,126,39,5,34,30,1969,463,2470
25427,1999-05-13,1999,5,13,116,35,5,21,28,1893,449,2414
25428,1999-05-14,1999,5,14,131,39,3,15,27,1800,463,2341
25429,1999-05-15,1999,5,15,122,36,3,16,23,1712,447,2257
25430,1999-05-16,1999,5,16,116,32,3,15,21,1632,421,2136
25431,1999-05-17,1999,5,17,109,29,3,15,20,1572,400,1996
25432,1999-05-18,1999,5,18,103,26,3,16,19,1520,376,1881
25433,1999-05-19,1999,5,19,101,23,3,10,18,1469,342,1818
25434,1999-05-20,1999,5,20,99,23,3,2,17,1416,323,1742
25435,1999-05-21,1999,5,21,90,22,3,2,16,1367,302,1679
25436,1999-05-22,1999,5,22,86,21,3,2,16,1311,261,1610
25437,1999-05-23,1999,5,23,118,29,15,87,36,1343,389,1861
25438,1999-05-24,1999,5,24,122,30,7,90,31,1380,422,1739
25439,1999-05-25,1999,5,25,109,28,8,73,35,1351,393,1780
25440,1999-05-26,1999,5,26,101,28,5,60,27,1302,343,1687
25441,1999-05-27,1999,5,27,92,23,5,48,24,1247,297,1607
25442,1999-05-28,1999,5,28,88,21,3,40,22,1197,276,1518
25443,1999-05-29,1999,5,29,79,19,3,31,18,1144,243,1464
25444,1999-05-30,1999,5,30,69,18,3,26,17,1094,217,1404
25445,1999-05-31,1999,5,31,68,18,3,19,17,1062,209,1336
25446,1999-06-01,1999,6,1,64,15,3,13,16,1071,217,1332
25447,1999-06-02,1999,6,2,62,15,3,12,15,1028,190,1237
25448,1999-06-03,1999,6,3,58,15,3,12,15,1017,245,1191
25449,1999-06-04,1999,6,4,58,14,3,12,15,1074,283,1194
25450,1999-06-05,1999,6,5,53,13,3,12,14,1070,276,1238
25451,1999-06-06,1999,6,6,51,12,3,12,13,1036,248,1237
25452,1999-06-07,1999,6,7,47,12,2,11,13,1001,237,1207
25453,1999-06-08,1999,6,8,45,11,2,11,12,924,214,1162
25454,1999-06-09,1999,6,9,45,10,2,11,11,887,206,1104
25455,1999-06-10,1999,6,10,45,7,2,10,11,855,196,1052
25456,1999-06-11,1999,6,11,41,7,2,10,10,827,191,1024
25457,1999-06-12,1999,6,12,41,7,2,10,10,800,190,983
25458,1999-06-13,1999,6,13,39,6,2,10,10,775,141,946
25459,1999-06-14,1999,6,14,20,6,4,10,16,753,203,977
25460,1999-06-15,1999,6,15,21,6,7,42,16,757,213,1045
25461,1999-06-16,1999,6,16,22,6,3,33,12,714,210,965
25462,1999-06-17,1999,6,17,43,6,3,25,14,686,213,906
25463,1999-06-18,1999,6,18,60,9,3,19,14,723,224,869
25464,1999-06-19,1999,6,19,64,10,3,10,11,731,215,866
25465,1999-06-20,1999,6,20,60,10,10,10,21,734,210,947
25466,1999-06-21,1999,6,21,56,10,11,29,32,739,210,1054
25467,1999-06-22,1999,6,22,51,9,4,42,19,724,203,991
25468,1999-06-23,1999,6,23,47,7,3,32,16,699,196,946
25469,1999-06-24,1999,6,24,43,6,3,23,14,675,186,904
25470,1999-06-25,1999,6,25,41,6,3,15,13,663,161,863
25471,1999-06-26,1999,6,26,39,5,3,8,12,653,148,816
25472,1999-06-27,1999,6,27,26,4,3,7,12,632,128,771
25473,1999-06-28,1999,6,28,26,3,3,7,11,604,107,721
25474,1999-06-29,1999,6,29,30,3,3,7,11,596,110,701
25475,1999-06-30,1999,6,30,51,6,3,23,10,592,117,726
25476,1999-07-01,1999,7,1,53,9,3,15,10,560,107,712
25477,1999-07-02,1999,7,2,51,9,4,11,10,530,107,682
25478,1999-07-03,1999,7,3,47,9,4,9,11,508,160,658
25479,1999-07-04,1999,7,4,45,9,3,9,7,501,170,625
25480,1999-07-05,1999,7,5,36,6,3,8,7,488,153,612
25481,1999-07-06,1999,7,6,30,6,1,8,7,470,120,604
25482,1999-07-07,1999,7,7,26,5,1,9,7,463,107,586
25483,1999-07-08,1999,7,8,26,4,1,9,7,450,103,565
25484,1999-07-09,1999,7,9,26,4,1,0,7,437,99,546
25485,1999-07-10,1999,7,10,26,4,1,0,7,422,97,527
25486,1999-07-11,1999,7,11,30,4,1,0,7,404,95,502
25487,1999-07-12,1999,7,12,30,4,1,0,7,392,91,484
25488,1999-07-13,1999,7,13,28,3,1,14,7,380,86,476
25489,1999-07-14,1999,7,14,26,3,1,12,5,368,86,463
25490,1999-07-15,1999,7,15,28,3,1,8,5,353,82,443
25491,1999-07-16,1999,7,16,24,3,1,6,4,343,72,426
25492,1999-07-17,1999,7,17,24,2,1,6,4,331,69,416
25493,1999-07-18,1999,7,18,24,2,1,0,3,323,66,408
25494,1999-07-19,1999,7,19,24,2,1,14,3,317,66,399
25495,1999-07-20,1999,7,20,24,2,1,24,3,322,70,404
25496,1999-07-21,1999,7,21,24,2,1,18,3,315,69,401
25497,1999-07-22,1999,7,22,24,2,2,106,9,330,103,419
25498,1999-07-23,1999,7,23,12,2,2,65,5,353,121,414
25499,1999-07-24,1999,7,24,23,2,2,66,3,370,135,417
25500,1999-07-25,1999,7,25,28,2,2,40,3,425,127,417
25501,1999-07-26,1999,7,26,43,4,4,50,5,468,135,478
25502,1999-07-27,1999,7,27,39,4,3,37,3,484,126,484
25503,1999-07-28,1999,7,28,36,3,1,22,3,472,115,486
25504,1999-07-29,1999,7,29,53,6,1,27,3,476,119,514
25505,1999-07-30,1999,7,30,71,8,1,28,3,485,109,531
25506,1999-07-31,1999,7,31,61,6,1,16,1,483,95,532
25507,1999-08-01,1999,8,1,64,6,1,10,1,501,115,536
25508,1999-08-02,1999,8,2,54,6,0,12,1,514,105,543
25509,1999-08-03,1999,8,3,49,5,0,10,1,492,96,550
25510,1999-08-04,1999,8,4,43,4,0,8,1,466,82,547
25511,1999-08-05,1999,8,5,36,4,0,5,1,436,69,546
25512,1999-08-06,1999,8,6,28,4,0,4,1,421,63,530
25513,1999-08-07,1999,8,7,26,3,0,4,1,408,56,492
25514,1999-08-08,1999,8,8,24,2,0,4,1,401,60,453
25515,1999-08-09,1999,8,9,32,2,0,4,1,399,56,434
25516,1999-08-10,1999,8,10,32,3,0,4,1,395,53,426
25517,1999-08-11,1999,8,11,28,3,0,4,1,388,52,418
25518,1999-08-12,1999,8,12,26,2,0,4,1,379,49,412
25519,1999-08-13,1999,8,13,23,2,0,4,1,363,47,410
25520,1999-08-14,1999,8,14,23,2,5,9,1,365,83,450
25521,1999-08-15,1999,8,15,19,2,4,21,1,389,136,505
25522,1999-08-16,1999,8,16,17,2,3,17,1,409,117,496
25523,1999-08-17,1999,8,17,16,2,2,10,1,394,95,487
25524,1999-08-18,1999,8,18,14,2,2,7,1,378,69,460
25525,1999-08-19,1999,8,19,13,1,2,4,1,366,57,439
25526,1999-08-20,1999,8,20,11,1,5,7,7,356,55,476
25527,1999-08-21,1999,8,21,10,1,6,14,14,362,134,501
25528,1999-08-22,1999,8,22,10,1,3,10,1,401,233,476
25529,1999-08-23,1999,8,23,10,1,2,7,1,418,189,471
25530,1999-08-24,1999,8,24,10,1,12,12,20,421,151,670
25531,1999-08-25,1999,8,25,10,1,7,12,17,422,147,683
25532,1999-08-26,1999,8,26,26,3,61,45,82,596,531,1148
25533,1999-08-27,1999,8,27,38,3,12,55,30,781,438,1206
25534,1999-08-28,1999,8,28,45,3,3,69,19,801,292,1133
25535,1999-08-29,1999,8,29,45,4,3,49,12,793,219,1100
25536,1999-08-30,1999,8,30,40,4,2,32,11,776,177,995
25537,1999-08-31,1999,8,31,34,3,2,20,9,731,144,896
25538,1999-09-01,1999,9,1,32,3,2,15,9,558,124,836
25539,1999-09-02,1999,9,2,28,3,2,12,8,444,116,788
25540,1999-09-03,1999,9,3,24,3,2,10,8,550,112,639
25541,1999-09-04,1999,9,4,23,2,16,9,27,551,109,817
25542,1999-09-05,1999,9,5,32,3,21,96,157,465,216,1055
25543,1999-09-06,1999,9,6,77,6,23,239,109,873,617,1441
25544,1999-09-07,1999,9,7,86,8,9,221,34,1020,676,1328
25545,1999-09-08,1999,9,8,71,6,13,97,36,1187,385,1524
25546,1999-09-09,1999,9,9,66,6,13,55,43,1337,261,1627
25547,1999-09-10,1999,9,10,60,5,17,150,77,1425,287,2046
25548,1999-09-11,1999,9,11,53,4,6,77,33,1348,219,1729
25549,1999-09-12,1999,9,12,49,4,4,46,29,1241,195,1640
25550,1999-09-13,1999,9,13,45,3,4,34,27,1184,173,1541
25551,1999-09-14,1999,9,14,43,3,3,26,25,1154,153,1459
25552,1999-09-15,1999,9,15,41,3,5,21,33,1123,144,1390
25553,1999-09-16,1999,9,16,38,2,96,147,203,1321,638,2538
25554,1999-09-17,1999,9,17,44,3,26,480,142,1587,1440,3292
25555,1999-09-18,1999,9,18,41,3,9,139,89,1512,709,2597
25556,1999-09-19,1999,9,19,38,2,7,78,68,1436,464,2140
25557,1999-09-20,1999,9,20,36,2,6,61,60,1265,364,1926
25558,1999-09-21,1999,9,21,31,2,27,137,114,1176,392,2134
25559,1999-09-22,1999,9,22,34,2,18,204,91,1169,504,2042
25560,1999-09-23,1999,9,23,31,2,8,129,71,1073,461,1821
25561,1999-09-24,1999,9,24,30,2,7,89,66,995,392,1692
25562,1999-09-25,1999,9,25,28,2,6,67,61,979,350,1594
25563,1999-09-26,1999,9,26,26,2,6,56,59,975,312,1417
25564,1999-09-27,1999,9,27,24,2,6,46,51,948,278,1310
25565,1999-09-28,1999,9,28,24,2,7,104,53,983,411,1369
25566,1999-09-29,1999,9,29,24,1,6,80,47,984,350,1452
25567,1999-09-30,1999,9,30,43,3,46,1696,127,1499,2910,2671
25568,1999-10-01,1999,10,1,43,3,9,790,68,1603,2650,3802
25569,1999-10-02,1999,10,2,39,3,7,385,60,1526,1227,3237
25570,1999-10-03,1999,10,3,34,3,7,191,55,1516,662,2351
25571,1999-10-04,1999,10,4,32,3,11,121,61,1394,465,2206
25572,1999-10-05,1999,10,5,39,3,18,196,68,1388,789,2192
25573,1999-10-06,1999,10,6,38,3,8,139,56,1258,659,2049
25574,1999-10-07,1999,10,7,36,3,7,105,53,1194,465,1949
25575,1999-10-08,1999,10,8,32,3,7,98,48,1128,412,1780
25576,1999-10-09,1999,10,9,30,2,6,85,47,1092,361,1642
25577,1999-10-10,1999,10,10,40,3,18,94,73,1095,659,1704
25578,1999-10-11,1999,10,11,45,4,7,106,55,1113,934,1744
25579,1999-10-12,1999,10,12,45,4,7,95,50,1095,628,1760
25580,1999-10-13,1999,10,13,45,4,7,81,50,1074,462,1649
25581,1999-10-14,1999,10,14,45,4,7,80,50,1044,404,1603
25582,1999-10-15,1999,10,15,43,4,7,76,47,1032,384,1559
25583,1999-10-16,1999,10,16,43,4,6,73,46,1021,368,1524
25584,1999-10-17,1999,10,17,41,4,6,71,46,985,357,1484
25585,1999-10-18,1999,10,18,41,3,7,66,50,958,355,1474
25586,1999-10-19,1999,10,19,39,3,6,64,46,958,349,1396
25587,1999-10-20,1999,10,20,39,3,7,62,49,956,332,1389
25588,1999-10-21,1999,10,21,39,3,7,62,49,956,337,1412
25589,1999-10-22,1999,10,22,36,3,6,62,47,947,321,1354
25590,1999-10-23,1999,10,23,32,3,6,61,46,925,311,1276
25591,1999-10-24,1999,10,24,32,3,6,59,44,896,307,1261
25592,1999-10-25,1999,10,25,32,3,6,57,43,859,299,1211
25593,1999-10-26,1999,10,26,32,3,6,56,42,851,293,1184
25594,1999-10-27,1999,10,27,29,3,5,51,42,848,282,1162
25595,1999-10-28,1999,10,28,28,3,5,50,42,849,278,1147
25596,1999-10-29,1999,10,29,26,3,5,48,41,848,278,1131
25597,1999-10-30,1999,10,30,26,3,5,47,41,849,272,1123
25598,1999-10-31,1999,10,31,26,3,5,46,40,852,266,1111
25599,1999-11-01,1999,11,1,24,3,4,45,39,851,254,1111
25600,1999-11-02,1999,11,2,26,3,6,44,42,847,278,1118
25601,1999-11-03,1999,11,3,60,4,7,67,43,911,320,1151
25602,1999-11-04,1999,11,4,75,9,6,96,42,950,324,1182
25603,1999-11-05,1999,11,5,71,9,5,78,41,979,312,1182
25604,1999-11-06,1999,11,6,68,8,5,72,40,982,303,1187
25605,1999-11-07,1999,11,7,68,8,5,67,38,982,282,1189
25606,1999-11-08,1999,11,8,66,7,5,65,37,1006,278,1189
25607,1999-11-09,1999,11,9,64,6,5,63,37,1017,277,1189
25608,1999-11-10,1999,11,10,60,5,5,60,36,1030,277,1189
