sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat,
,,,,,,,,,,,,,1178
,,,,,,,,,,,,,1255
,,,,,,,,,,,,,1269
,,,,,,,,,,,,,1404
,,,,,,,,,,,,,1500
,,,,,,,,,,,,,1487
,,,,,,,,,,,,,1392
,,,,,,,,,,,,,1360
,,,,,,,,,,,,,1416
,,,,,,,,,,,,,1410
,,,,,,,,,,,,,1434
,,,,,,,,,,,,,1409
,,,,,,,,,,,,,1387
,,,,,,,,,,,,,1319
,,,,,,,,,,,,,1203
,,,,,,,,,,,,,1333
,,,,,,,,,,,,,1622
,,,,,,,,,,,,,2177
,,,,,,,,,,,,,2480
,,,,,,,,,,,,,2235
,,,,,,,,,,,,,2162
,,,,,,,,,,,,,2078
,,,,,,,,,,,,,1881
,,,,,,,,,,,,,1828
,,,,,,,,,,,,,1885
,,,,,,,,,,,,,1546
,,,,,,,,,,,,,1565
,,,,,,,,,,,,,1531
,,,,,,,,,,,,,1415
,,,,,,,,,,,,,1491
,,,,,,,,,,,,,1758
,,,,,,,,,,,,,1911
,,,,,,,,,,,,,2073
,,,,,,,,,,,,,1848
,,,,,,,,,,,,,1823
,,,,,,,,,,,,,2108
,,,,,,,,,,,,,2253
,,,,,,,,,,,,,2194
,,,,,,,,,,,,,1963
,,,,,,,,,,,,,2004
,,,,,,,,,,,,,2003
,,,,,,,,,,,,,2055
,,,,,,,,,,,,,2224
,,,,,,,,,,,,,2525
,,,,,,,,,,,,,2634
,,,,,,,,,,,,,3663
,,,,,,,,,,,,,9670
,,,,,,,,,,,,,9972
,,,,,,,,,,,,,7350
,,,,,,,,,,,,,6374
,,,,,,,,,,,,,7526
,,,,,,,,,,,,,21085
,,,,,,,,,,,,,26214
,,,,,,,,,,,,,14741
,,,,,,,,,,,,,10124
,,,,,,,,,,,,,7780
,,,,,,,,,,,,,6543
,,,,,,,,,,,,,5860
,,,,,,,,,,,,,4973
,,,,,,,,,,,,,4438
,,,,,,,,,,,,,4089
,,,,,,,,,,,,,3627
,,,,,,,,,,,,,3393
,,,,,,,,,,,,,3179
,,,,,,,,,,,,,3101
,,,,,,,,,,,,,2976
,,,,,,,,,,,,,2850
,,,,,,,,,,,,,3605
,,,,,,,,,,,,,4169
,,,,,,,,,,,,,3914
,,,,,,,,,,,,,3425
,,,,,,,,,,,,,3352
,,,,,,,,,,,,,3303
,,,,,,,,,,,,,3310
,,,,,,,,,,,,,3279
,,,,,,,,,,,,,3129
,,,,,,,,,,,,,3191
,,,,,,,,,,,,,3425
,,,,,,,,,,,,,4771
,,,,,,,,,,,,,5478
,,,,,,,,,,,,,5306
,,,,,,,,,,,,,4975
,,,,,,,,,,,,,4645
,,,,,,,,,,,,,4261
,,,,,,,,,,,,,3978
,,,,,,,,,,,,,3740
,,,,,,,,,,,,,3462
,,,,,,,,,,,,,3407
,,,,,,,,,,,,,3317
,,,,,,,,,,,,,3309
,,,,,,,,,,,,,3323
,,,,,,,,,,,,,3102
,,,,,,,,,,,,,3060
,,,,,,,,,,,,,3138
,,,,,,,,,,,,,3074
,,,,,,,,,,,,,3366
,,,,,,,,,,,,,5232
,,,,,,,,,,,,,7271
,,,,,,,,,,,,,5994
,,,,,,,,,,,,,5221
,,,,,,,,,,,,,4784
,,,,,,,,,,,,,16663
,,,,,,,,,,,,,26185
,,,,,,,,,,,,,42401
,,,,,,,,,,,,,37748
,,,,,,,,,,,,,28655
,,,,,,,,,,,,,45708
,,,,,,,,,,,,,79140
,,,,,,,,,,,,,57778
,,,,,,,,,,,,,30700
,,,,,,,,,,,,,21659
,,,,,,,,,,,,,16988
,,,,,,,,,,,,,15565
,,,,,,,,,,,,,17195
,,,,,,,,,,,,,18904
,,,,,,,,,,,,,24131
,,,,,,,,,,,,,21237
,,,,,,,,,,,,,17470
,,,,,,,,,,,,,20554
,,,,,,,,,,,,,18904
,,,,,,,,,,,,,17986
,,,,,,,,,,,,,14794
,,,,,,,,,,,,,12337
,,,,,,,,,,,,,10816
,,,,,,,,,,,,,10140
,,,,,,,,,,,,,9139
,,,,,,,,,,,,,8076
,,,,,,,,,,,,,7107
,,,,,,,,,,,,,7321
,,,,,,,,,,,,,9222
,,,,,,,,,,,,,11534
,,,,,,,,,,,,,23462
,,,,,,,,,,,,,38532
,,,,,,,,,,,,,31036
,,,,,,,,,,,,,21255
,,,,,,,,,,,,,16938
,,,,,,,,,,,,,15925
,,,,,,,,,,,,,16130
,,,,,,,,,,,,,16661
,,,,,,,,,,,,,15031
,,,,,,,,,,,,,12701
,,,,,,,,,,,,,10863
,,,,,,,,,,,,,10271
,,,,,,,,,,,,,11695
,,,,,,,,,,,,,13023
,,,,,,,,,,,,,16251
,,,,,,,,,,,,,15378
,,,,,,,,,,,,,13866
,,,,,,,,,,,,,12336
,,,,,,,,,,,,,10935
,,,,,,,,,,,,,9585
,,,,,,,,,,,,,8160
,,,,,,,,,,,,,7248
,,,,,,,,,,,,,6625
,,,,,,,,,,,,,6144
,,,,,,,,,,,,,5860
,,,,,,,,,,,,,5640
,,,,,,,,,,,,,5455
,,,,,,,,,,,,,5369
,,,,,,,,,,,,,5426
,,,,,,,,,,,,,5660
,,,,,,,,,,,,,6455
,,,,,,,,,,,,,7279
,,,,,,,,,,,,,7773
,,,,,,,,,,,,,7995
,,,,,,,,,,,,,7374
,,,,,,,,,,,,,6764
,,,,,,,,,,,,,6327
,,,,,,,,,,,,,6454
,,,,,,,,,,,,,7323
,,,,,,,,,,,,,6887
,,,,,,,,,,,,,6817
,,,,,,,,,,,,,6461
,,,,,,,,,,,,,6485
,,,,,,,,,,,,,6747
,,,,,,,,,,,,,6957
,,,,,,,,,,,,,6446
,,,,,,,,,,,,,6362
,,,,,,,,,,,,,8019
,,,,,,,,,,,,,29148
,,,,,,,,,,,,,44070
,,,,,,,,,,,,,32175
,,,,,,,,,,,,,25476
,,,,,,,,,,,,,19039
,,,,,,,,,,,,,15235
,,,,,,,,,,,,,11726
,,,,,,,,,,,,,8651
,,,,,,,,,,,,,7180
,,,,,,,,,,,,,10855
,,,,,,,,,,,,,9540
,,,,,,,,,,,,,8462
,,,,,,,,,,,,,8852
,,,,,,,,,,,,,9083
,,,,,,,,,,,,,9483
,,,,,,,,,,,,,9338
,,,,,,,,,,,,,8959
,,,,,,,,,,,,,8023
,,,,,,,,,,,,,7173
,,,,,,,,,,,,,6579
,,,,,,,,,,,,,5971
,,,,,,,,,,,,,5595
,,,,,,,,,,,,,5570
,,,,,,,,,,,,,5408
,,,,,,,,,,,,,4772
,,,,,,,,,,,,,4508
,,,,,,,,,,,,,4401
,,,,,,,,,,,,,4443
,,,,,,,,,,,,,4323
,,,,,,,,,,,,,4351
,,,,,,,,,,,,,4370
,,,,,,,,,,,,,4239
,,,,,,,,,,,,,3969
,,,,,,,,,,,,,3842
,,,,,,,,,,,,,4085
,,,,,,,,,,,,,3921
,,,,,,,,,,,,,4509
,,,,,,,,,,,,,5368
,,,,,,,,,,,,,5225
,,,,,,,,,,,,,4596
,,,,,,,,,,,,,4158
,,,,,,,,,,,,,3873
,,,,,,,,,,,,,3542
,,,,,,,,,,,,,3411
,,,,,,,,,,,,,3515
,,,,,,,,,,,,,3383
,,,,,,,,,,,,,3930
,,,,,,,,,,,,,4670
,,,,,,,,,,,,,4517
,,,,,,,,,,,,,4371
,,,,,,,,,,,,,4534
,,,,,,,,,,,,,4107
,,,,,,,,,,,,,3836
,,,,,,,,,,,,,3226
,,,,,,,,,,,,,2817
,,,,,,,,,,,,,2405
,,,,,,,,,,,,,2428
,,,,,,,,,,,,,2795
,,,,,,,,,,,,,2478
,,,,,,,,,,,,,2532
,,,,,,,,,,,,,2311
,,,,,,,,,,,,,2161
,,,,,,,,,,,,,2313
,,,,,,,,,,,,,2582
,,,,,,,,,,,,,2841
,,,,,,,,,,,,,2984
,,,,,,,,,,,,,7275
,,,,,,,,,,,,,8265
,,,,,,,,,,,,,7068
,,,,,,,,,,,,,5165
,,,,,,,,,,,,,4304
,,,,,,,,,,,,,3029
,,,,,,,,,,,,,2429
,,,,,,,,,,,,,2494
,,,,,,,,,,,,,2902
,,,,,,,,,,,,,7041
,,,,,,,,,,,,,6210
,,,,,,,,,,,,,5217
,,,,,,,,,,,,,4222
,,,,,,,,,,,,,3847
,,,,,,,,,,,,,3211
,,,,,,,,,,,,,3094
,,,,,,,,,,,,,3024
,,,,,,,,,,,,,2804
,,,,,,,,,,,,,2837
,,,,,,,,,,,,,2573
,,,,,,,,,,,,,2655
,,,,,,,,,,,,,2530
,,,,,,,,,,,,,2462
,,,,,,,,,,,,,2115
,,,,,,,,,,,,,1931
,,,,,,,,,,,,,1795
,,,,,,,,,,,,,1757
,,,,,,,,,,,,,1637
,,,,,,,,,,,,,1454
,,,,,,,,,,,,,1600
,,,,,,,,,,,,,2985
,,,,,,,,,,,,,8591
,,,,,,,,,,,,,10554
,,,,,,,,,,,,,7544
,,,,,,,,,,,,,6021
,,,,,,,,,,,,,5663
,,,,,,,,,,,,,5060
,,,,,,,,,,,,,4326
,,,,,,,,,,,,,10401
,,,,,,,,,,,,,19622
,,,,,,,,,,,,,12533
,,,,,,,,,,,,,8406
,,,,,,,,,,,,,6183
,,,,,,,,,,,,,4826
,,,,,,,,,,,,,4010
,,,,,,,,,,,,,4344
,,,,,,,,,,,,,3836
,,,,,,,,,,,,,2994
,,,,,,,,,,,,,2669
,,,,,,,,,,,,,2346
,,,,,,,,,,,,,2180
,,,,,,,,,,,,,1996
,,,,,,,,,,,,,1829
,,,,,,,,,,,,,1794
,,,,,,,,,,,,,1831
,,,,,,,,,,,,,2021
,,,,,,,,,,,,,1854
,,,,,,,,,,,,,2855
,,,,,,,,,,,,,2652
,,,,,,,,,,,,,3049
,,,,,,,,,,,,,3575
,,,,,,,,,,,,,3414
,,,,,,,,,,,,,3085
,,,,,,,,,,,,,2883
,,,,,,,,,,,,,2561
,,,,,,,,,,,,,2156
,,,,,,,,,,,,,1937
,,,,,,,,,,,,,1857
,,,,,,,,,,,,,1808
,,,,,,,,,,,,,1676
,,,,,,,,,,,,,1603
,,,,,,,,,,,,,1460
,,,,,,,,,,,,,1463
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,3438
,,,,,,,,,,,,,2409
,,,,,,,,,,,,,1952
,,,,,,,,,,,,,1935
,,,,,,,,,,,,,1854
,,,,,,,,,,,,,1869
,,,,,,,,,,,,,1813
,,,,,,,,,,,,,2037
,,,,,,,,,,,,,1516
,,,,,,,,,,,,,1430
,,,,,,,,,,,,,1360
,,,,,,,,,,,,,1215
,,,,,,,,,,,,,1155
,,,,,,,,,,,,,1102
,,,,,,,,,,,,,1119
,,,,,,,,,,,,,1120
,,,,,,,,,,,,,1058
,,,,,,,,,,,,,1066
,,,,,,,,,,,,,1058
,,,,,,,,,,,,,1009
,,,,,,,,,,,,,993
,,,,,,,,,,,,,920
,,,,,,,,,,,,,865
,,,,,,,,,,,,,936
,,,,,,,,,,,,,986
,,,,,,,,,,,,,1069
,,,,,,,,,,,,,1357
,,,,,,,,,,,,,3674
,,,,,,,,,,,,,8002
,,,,,,,,,,,,,11783
,,,,,,,,,,,,,8301
,,,,,,,,,,,,,5724
,,,,,,,,,,,,,4567
,,,,,,,,,,,,,3606
,,,,,,,,,,,,,2876
,,,,,,,,,,,,,2433
,,,,,,,,,,,,,2076
,,,,,,,,,,,,,1817
,,,,,,,,,,,,,1725
,,,,,,,,,,,,,1745
,,,,,,,,,,,,,1620
,,,,,,,,,,,,,1495
,,,,,,,,,,,,,1397
,,,,,,,,,,,,,1388
,,,,,,,,,,,,,1267
,,,,,,,,,,,,,1217
,,,,,,,,,,,,,1322
,,,,,,,,,,,,,1323
,,,,,,,,,,,,,1245
,,,,,,,,,,,,,1221
,,,,,,,,,,,,,1410
,,,,,,,,,,,,,1288
,,,,,,,,,,,,,1198
,,,,,,,,,,,,,1385
,,,,,,,,,,,,,1248
,,,,,,,,,,,,,1274
,,,,,,,,,,,,,1669
,,,,,,,,,,,,,2488
,,,,,,,,,,,,,4261
,,,,,,,,,,,,,4876
,,,,,,,,,,,,,3984
,,,,,,,,,,,,,3947
,,,,,,,,,,,,,7591
,,,,,,,,,,,,,6983
,,,,,,,,,,,,,6671
,,,,,,,,,,,,,6137
,,,,,,,,,,,,,5938
,,,,,,,,,,,,,5577
,,,,,,,,,,,,,4929
,,,,,,,,,,,,,4338
,,,,,,,,,,,,,3783
,,,,,,,,,,,,,3338
,,,,,,,,,,,,,2978
,,,,,,,,,,,,,2585
,,,,,,,,,,,,,2362
,,,,,,,,,,,,,2257
,,,,,,,,,,,,,2190
,,,,,,,,,,,,,2156
,,,,,,,,,,,,,2109
,,,,,,,,,,,,,2124
,,,,,,,,,,,,,2135
,,,,,,,,,,,,,2144
,,,,,,,,,,,,,2151
,,,,,,,,,,,,,2219
,,,,,,,,,,,,,2219
,,,,,,,,,,,,,2152
,,,,,,,,,,,,,2149
,,,,,,,,,,,,,2081
,,,,,,,,,,,,,2077
,,,,,,,,,,,,,2074
,,,,,,,,,,,,,2074
,,,,,,,,,,,,,2018
,,,,,,,,,,,,,2026
,,,,,,,,,,,,,2031
,,,,,,,,,,,,,1967
,,,,,,,,,,,,,2030
,,,,,,,,,,,,,1963
,,,,,,,,,,,,,2006
,,,,,,,,,,,,,1907
,,,,,,,,,,,,,1889
,,,,,,,,,,,,,1892
,,,,,,,,,,,,,1904
,,,,,,,,,,,,,1882
,,,,,,,,,,,,,1791
,,,,,,,,,,,,,1716
,,,,,,,,,,,,,1651
,,,,,,,,,,,,,1862
,,,,,,,,,,,,,2514
,,,,,,,,,,,,,2590
,,,,,,,,,,,,,3615
,,,,,,,,,,,,,3758
,,,,,,,,,,,,,3591
,,,,,,,,,,,,,3090
,,,,,,,,,,,,,2763
,,,,,,,,,,,,,2557
,,,,,,,,,,,,,2285
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2097
,,,,,,,,,,,,,1817
,,,,,,,,,,,,,1663
,,,,,,,,,,,,,1609
,,,,,,,,,,,,,1630
,,,,,,,,,,,,,1692
,,,,,,,,,,,,,1699
,,,,,,,,,,,,,1704
,,,,,,,,,,,,,1711
,,,,,,,,,,,,,1732
,,,,,,,,,,,,,1750
,,,,,,,,,,,,,1698
,,,,,,,,,,,,,1701
,,,,,,,,,,,,,1699
,,,,,,,,,,,,,1765
,,,,,,,,,,,,,2350
,,,,,,,,,,,,,4659
,,,,,,,,,,,,,4992
,,,,,,,,,,,,,4671
,,,,,,,,,,,,,3703
,,,,,,,,,,,,,3382
,,,,,,,,,,,,,3123
,,,,,,,,,,,,,2920
,,,,,,,,,,,,,2682
,,,,,,,,,,,,,2392
,,,,,,,,,,,,,2171
,,,,,,,,,,,,,2058
,,,,,,,,,,,,,2006
,,,,,,,,,,,,,1961
,,,,,,,,,,,,,1910
,,,,,,,,,,,,,1857
,,,,,,,,,,,,,1863
,,,,,,,,,,,,,1868
,,,,,,,,,,,,,1871
,,,,,,,,,,,,,1876
,,,,,,,,,,,,,1882
,,,,,,,,,,,,,1888
,,,,,,,,,,,,,1957
,,,,,,,,,,,,,2086
,,,,,,,,,,,,,2399
,,,,,,,,,,,,,3375
,,,,,,,,,,,,,4991
,,,,,,,,,,,,,7230
,,,,,,,,,,,,,9813
,,,,,,,,,,,,,13051
,,,,,,,,,,,,,16928
,,,,,,,,,,,,,16639
,,,,,,,,,,,,,14005
,,,,,,,,,,,,,11875
,,,,,,,,,,,,,9263
,,,,,,,,,,,,,12955
,,,,,,,,,,,,,21917
,,,,,,,,,,,,,23217
,,,,,,,,,,,,,20529
,,,,,,,,,,,,,16378
,,,,,,,,,,,,,12807
,,,,,,,,,,,,,10450
,,,,,,,,,,,,,8947
,,,,,,,,,,,,,7802
,,,,,,,,,,,,,6967
,,,,,,,,,,,,,6615
,,,,,,,,,,,,,6069
,,,,,,,,,,,,,5939
,,,,,,,,,,,,,7118
,,,,,,,,,,,,,17330
,,,,,,,,,,,,,28711
,,,,,,,,,,,,,25460
,,,,,,,,,,,,,22369
,,,,,,,,,,,,,17190
,,,,,,,,,,,,,13316
,,,,,,,,,,,,,11206
,,,,,,,,,,,,,9460
,,,,,,,,,,,,,7507
,,,,,,,,,,,,,6031
,,,,,,,,,,,,,5516
,,,,,,,,,,,,,9673
,,,,,,,,,,,,,12402
,,,,,,,,,,,,,10343
,,,,,,,,,,,,,9619
,,,,,,,,,,,,,8735
,,,,,,,,,,,,,8355
,,,,,,,,,,,,,11355
,,,,,,,,,,,,,12637
,,,,,,,,,,,,,10235
,,,,,,,,,,,,,8728
,,,,,,,,,,,,,7626
,,,,,,,,,,,,,6436
,,,,,,,,,,,,,4960
,,,,,,,,,,,,,4119
,,,,,,,,,,,,,3652
,,,,,,,,,,,,,4014
,,,,,,,,,,,,,5110
,,,,,,,,,,,,,10415
,,,,,,,,,,,,,15497
,,,,,,,,,,,,,13409
,,,,,,,,,,,,,11397
,,,,,,,,,,,,,12542
,,,,,,,,,,,,,13557
,,,,,,,,,,,,,11238
,,,,,,,,,,,,,10600
,,,,,,,,,,,,,21401
,,,,,,,,,,,,,29141
,,,,,,,,,,,,,23876
,,,,,,,,,,,,,18436
,,,,,,,,,,,,,15207
,,,,,,,,,,,,,12357
,,,,,,,,,,,,,10643
,,,,,,,,,,,,,9341
,,,,,,,,,,,,,10243
,,,,,,,,,,,,,15081
,,,,,,,,,,,,,29632
,,,,,,,,,,,,,34062
,,,,,,,,,,,,,55693
,,,,,,,,,,,,,63668
,,,,,,,,,,,,,44212
,,,,,,,,,,,,,28804
,,,,,,,,,,,,,20573
,,,,,,,,,,,,,15524
,,,,,,,,,,,,,13394
,,,,,,,,,,,,,11143
,,,,,,,,,,,,,9238
,,,,,,,,,,,,,7995
,,,,,,,,,,,,,7757
,,,,,,,,,,,,,7809
,,,,,,,,,,,,,7859
,,,,,,,,,,,,,7787
,,,,,,,,,,,,,7494
,,,,,,,,,,,,,6798
,,,,,,,,,,,,,6314
,,,,,,,,,,,,,5995
,,,,,,,,,,,,,5683
,,,,,,,,,,,,,5344
,,,,,,,,,,,,,5178
,,,,,,,,,,,,,4861
,,,,,,,,,,,,,4576
,,,,,,,,,,,,,4454
,,,,,,,,,,,,,4161
,,,,,,,,,,,,,4325
,,,,,,,,,,,,,4960
,,,,,,,,,,,,,5158
,,,,,,,,,,,,,4542
,,,,,,,,,,,,,4260
,,,,,,,,,,,,,5380
,,,,,,,,,,,,,4366
,,,,,,,,,,,,,4203
,,,,,,,,,,,,,4189
,,,,,,,,,,,,,4218
,,,,,,,,,,,,,4539
,,,,,,,,,,,,,6388
,,,,,,,,,,,,,13640
,,,,,,,,,,,,,17843
,,,,,,,,,,,,,14117
,,,,,,,,,,,,,11758
,,,,,,,,,,,,,11223
,,,,,,,,,,,,,41120
,,,,,,,,,,,,,30378
,,,,,,,,,,,,,18221
,,,,,,,,,,,,,12872
,,,,,,,,,,,,,10111
,,,,,,,,,,,,,8233
,,,,,,,,,,,,,7071
,,,,,,,,,,,,,7817
,,,,,,,,,,,,,10098
,,,,,,,,,,,,,11185
,,,,,,,,,,,,,12458
,,,,,,,,,,,,,14851
,,,,,,,,,,,,,19115
,,,,,,,,,,,,,15383
,,,,,,,,,,,,,12012
,,,,,,,,,,,,,12038
,,,,,,,,,,,,,7806
,,,,,,,,,,,,,8367
,,,,,,,,,,,,,9422
,,,,,,,,,,,,,10755
,,,,,,,,,,,,,9913
,,,,,,,,,,,,,7707
,,,,,,,,,,,,,6369
,,,,,,,,,,,,,5531
,,,,,,,,,,,,,4788
,,,,,,,,,,,,,4075
,,,,,,,,,,,,,3622
,,,,,,,,,,,,,3497
,,,,,,,,,,,,,3294
,,,,,,,,,,,,,3706
,,,,,,,,,,,,,3767
,,,,,,,,,,,,,3466
,,,,,,,,,,,,,4357
,,,,,,,,,,,,,5216
,,,,,,,,,,,,,4444
,,,,,,,,,,,,,4448
,,,,,,,,,,,,,4602
,,,,,,,,,,,,,3389
,,,,,,,,,,,,,2504
,,,,,,,,,,,,,2061
,,,,,,,,,,,,,2054
,,,,,,,,,,,,,2008
,,,,,,,,,,,,,2096
,,,,,,,,,,,,,2303
,,,,,,,,,,,,,2304
,,,,,,,,,,,,,2438
,,,,,,,,,,,,,2624
,,,,,,,,,,,,,2473
,,,,,,,,,,,,,2220
,,,,,,,,,,,,,2343
,,,,,,,,,,,,,2054
,,,,,,,,,,,,,2067
,,,,,,,,,,,,,5550
,,,,,,,,,,,,,3636
,,,,,,,,,,,,,2763
,,,,,,,,,,,,,2278
,,,,,,,,,,,,,2623
,,,,,,,,,,,,,2997
,,,,,,,,,,,,,3217
,,,,,,,,,,,,,2949
,,,,,,,,,,,,,2866
,,,,,,,,,,,,,2484
,,,,,,,,,,,,,2190
,,,,,,,,,,,,,2107
,,,,,,,,,,,,,2067
,,,,,,,,,,,,,1819
,,,,,,,,,,,,,1698
,,,,,,,,,,,,,1974
,,,,,,,,,,,,,2256
,,,,,,,,,,,,,1971
,,,,,,,,,,,,,2352
,,,,,,,,,,,,,1911
,,,,,,,,,,,,,1712
,,,,,,,,,,,,,1566
,,,,,,,,,,,,,1588
,,,,,,,,,,,,,1638
,,,,,,,,,,,,,1877
,,,,,,,,,,,,,15292
,,,,,,,,,,,,,23765
,,,,,,,,,,,,,12134
,,,,,,,,,,,,,8063
,,,,,,,,,,,,,6447
,,,,,,,,,,,,,5059
,,,,,,,,,,,,,4131
,,,,,,,,,,,,,3464
,,,,,,,,,,,,,3460
,,,,,,,,,,,,,3763
,,,,,,,,,,,,,4080
,,,,,,,,,,,,,6791
,,,,,,,,,,,,,11466
,,,,,,,,,,,,,10122
,,,,,,,,,,,,,23936
,,,,,,,,,,,,,21228
,,,,,,,,,,,,,13405
,,,,,,,,,,,,,9861
,,,,,,,,,,,,,6607
,,,,,,,,,,,,,5197
,,,,,,,,,,,,,4228
,,,,,,,,,,,,,3831
,,,,,,,,,,,,,3178
,,,,,,,,,,,,,2918
,,,,,,,,,,,,,2807
,,,,,,,,,,,,,2865
,,,,,,,,,,,,,2730
,,,,,,,,,,,,,2656
,,,,,,,,,,,,,2493
,,,,,,,,,,,,,2346
,,,,,,,,,,,,,2225
,,,,,,,,,,,,,2150
,,,,,,,,,,,,,1970
,,,,,,,,,,,,,1934
,,,,,,,,,,,,,1878
,,,,,,,,,,,,,1737
,,,,,,,,,,,,,1694
,,,,,,,,,,,,,1500
,,,,,,,,,,,,,1883
,,,,,,,,,,,,,12839
,,,,,,,,,,,,,10072
,,,,,,,,,,,,,6048
,,,,,,,,,,,,,5704
,,,,,,,,,,,,,4408
,,,,,,,,,,,,,3634
,,,,,,,,,,,,,3506
,,,,,,,,,,,,,5080
,,,,,,,,,,,,,5142
,,,,,,,,,,,,,3790
,,,,,,,,,,,,,3457
,,,,,,,,,,,,,3225
,,,,,,,,,,,,,3044
,,,,,,,,,,,,,3058
,,,,,,,,,,,,,3362
,,,,,,,,,,,,,2982
,,,,,,,,,,,,,2671
,,,,,,,,,,,,,2501
,,,,,,,,,,,,,2349
,,,,,,,,,,,,,2220
,,,,,,,,,,,,,2119
,,,,,,,,,,,,,2018
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,1934
,,,,,,,,,,,,,1926
,,,,,,,,,,,,,1839
,,,,,,,,,,,,,1914
,,,,,,,,,,,,,1936
,,,,,,,,,,,,,2028
,,,,,,,,,,,,,1900
,,,,,,,,,,,,,1868
,,,,,,,,,,,,,1829
,,,,,,,,,,,,,1814
,,,,,,,,,,,,,1810
,,,,,,,,,,,,,1887
,,,,,,,,,,,,,1941
,,,,,,,,,,,,,2289
,,,,,,,,,,,,,3567
,,,,,,,,,,,,,11209
,,,,,,,,,,,,,11428
,,,,,,,,,,,,,8913
,,,,,,,,,,,,,7169
,,,,,,,,,,,,,5697
,,,,,,,,,,,,,4683
,,,,,,,,,,,,,4079
,,,,,,,,,,,,,3390
,,,,,,,,,,,,,3001
,,,,,,,,,,,,,2928
,,,,,,,,,,,,,3391
,,,,,,,,,,,,,4210
,,,,,,,,,,,,,10892
,,,,,,,,,,,,,20786
,,,,,,,,,,,,,19371
,,,,,,,,,,,,,13391
,,,,,,,,,,,,,9721
,,,,,,,,,,,,,7914
,,,,,,,,,,,,,6683
,,,,,,,,,,,,,5941
,,,,,,,,,,,,,5440
,,,,,,,,,,,,,5119
,,,,,,,,,,,,,4958
,,,,,,,,,,,,,4967
,,,,,,,,,,,,,10113
,,,,,,,,,,,,,11605
,,,,,,,,,,,,,9968
,,,,,,,,,,,,,8993
,,,,,,,,,,,,,8537
,,,,,,,,,,,,,7623
,,,,,,,,,,,,,7165
,,,,,,,,,,,,,7309
,,,,,,,,,,,,,7251
,,,,,,,,,,,,,6237
,,,,,,,,,,,,,5670
,,,,,,,,,,,,,5346
,,,,,,,,,,,,,4987
,,,,,,,,,,,,,4562
,,,,,,,,,,,,,4343
,,,,,,,,,,,,,4428
,,,,,,,,,,,,,4536
,,,,,,,,,,,,,4760
,,,,,,,,,,,,,4780
,,,,,,,,,,,,,4899
,,,,,,,,,,,,,7202
,,,,,,,,,,,,,9691
,,,,,,,,,,,,,9718
,,,,,,,,,,,,,9014
,,,,,,,,,,,,,7803
,,,,,,,,,,,,,7090
,,,,,,,,,,,,,6267
,,,,,,,,,,,,,5671
,,,,,,,,,,,,,5081
,,,,,,,,,,,,,4884
,,,,,,,,,,,,,7383
,,,,,,,,,,,,,18627
,,,,,,,,,,,,,21352
,,,,,,,,,,,,,23731
,,,,,,,,,,,,,22232
,,,,,,,,,,,,,17825
,,,,,,,,,,,,,14181
,,,,,,,,,,,,,12690
,,,,,,,,,,,,,12009
,,,,,,,,,,,,,11451
,,,,,,,,,,,,,10556
,,,,,,,,,,,,,9145
,,,,,,,,,,,,,7758
,,,,,,,,,,,,,6944
,,,,,,,,,,,,,6550
,,,,,,,,,,,,,6131
,,,,,,,,,,,,,5593
,,,,,,,,,,,,,5209
,,,,,,,,,,,,,5091
,,,,,,,,,,,,,4927
,,,,,,,,,,,,,5015
,,,,,,,,,,,,,5382
,,,,,,,,,,,,,5560
,,,,,,,,,,,,,6119
,,,,,,,,,,,,,6738
,,,,,,,,,,,,,7155
,,,,,,,,,,,,,6987
,,,,,,,,,,,,,6424
,,,,,,,,,,,,,6244
,,,,,,,,,,,,,7841
,,,,,,,,,,,,,8400
,,,,,,,,,,,,,8619
,,,,,,,,,,,,,8635
,,,,,,,,,,,,,8013
,,,,,,,,,,,,,7211
,,,,,,,,,,,,,6770
,,,,,,,,,,,,,6255
,,,,,,,,,,,,,5903
,,,,,,,,,,,,,5849
,,,,,,,,,,,,,5721
,,,,,,,,,,,,,5648
,,,,,,,,,,,,,5383
,,,,,,,,,,,,,5270
,,,,,,,,,,,,,6144
,,,,,,,,,,,,,6171
,,,,,,,,,,,,,5514
,,,,,,,,,,,,,5046
,,,,,,,,,,,,,4592
,,,,,,,,,,,,,4620
,,,,,,,,,,,,,4940
,,,,,,,,,,,,,6888
,,,,,,,,,,,,,7836
,,,,,,,,,,,,,7007
,,,,,,,,,,,,,6457
,,,,,,,,,,,,,5759
,,,,,,,,,,,,,5201
,,,,,,,,,,,,,4832
,,,,,,,,,,,,,4449
,,,,,,,,,,,,,4089
,,,,,,,,,,,,,3927
,,,,,,,,,,,,,3820
,,,,,,,,,,,,,3763
,,,,,,,,,,,,,3823
,,,,,,,,,,,,,3876
,,,,,,,,,,,,,3759
,,,,,,,,,,,,,3503
,,,,,,,,,,,,,3511
,,,,,,,,,,,,,3650
,,,,,,,,,,,,,3514
,,,,,,,,,,,,,3652
,,,,,,,,,,,,,4643
,,,,,,,,,,,,,5441
,,,,,,,,,,,,,4962
,,,,,,,,,,,,,4659
