date_time,gw_va_shen,p_va_shen,sw_va_shen,r_va_shen,gw_va_nova,p_va_nova,sw_va_nova,r_va_nova,gw_md_cent,p_md_cent,sw_md_cent,r_md_cent,gw_md_west,p_md_west,sw_md_west,r_md_west,region_md_cent,region_md_west
2039-09-22,1,1,0,2,0,0,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-23,1,1,0,2,0,0,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-24,1,1,0,2,0,0,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-25,1,2,0,2,0,1,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-26,1,2,0,2,0,1,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-27,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-28,1,1,0,2,0,0,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-29,1,1,0,2,0,0,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-30,1,1,0,2,0,0,0,3,2,2,0,3,2,2,2,2,0,2
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,0,,,,,,,,,,,
,,,0,,,,1,,,,,,,,,,,
,,,0,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,2,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,2,,,,2,,,,,,,,,,,
,,,2,,,,2,,,,,,,,,,,
,,,2,,,,2,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,2,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,3,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,3,,,,0,,,,,,,,,,,
,,,3,,,,0,,,,,,,,,,,
,,,3,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,2,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,0,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,1,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
,,,1,,,,2,,,,,,,,,,,
